term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity,bing_negative,bing_positive,bing_sentiment,syu_sentiment,gi_sentiment
indescribably,,,,,,,,,,,,,,,-0.25,
indestructible,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.75,
indeterminable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,-1.0
indeterminably,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
indeterminate,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
indicative,,,,,,,,,,,,,,,,1.0
indicator,,,,,,,,,,,,,,,0.25,
indict,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,
indictment,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.5,-1.0
indifference,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
indifferent,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
indigent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
indignant,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
indignantly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
indignation,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
indignity,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
indiscernible,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
indiscreet,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
indiscreetly,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
indiscretion,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
indiscriminate,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
indiscriminately,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
indiscriminating,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
indispensability,,,,,,,,,,,,,,,,1.0
indispensable,,,,,,,,,,,,,,,,1.0
indisputable,,,,,,,,,,,,,,,0.4,
indisputably,,,,,,,,,,,,,,,0.4,
indistinct,,,,,,,,,,,,,,,-0.6,
indistinguishable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
individuality,,,,,,,,,,,,,,,0.6,1.0
individualized,,,,,,,,,,,,0.0,1.0,1.0,0.6,
indoctrinate,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
indoctrinated,,,,,,,,,,,,,,,-0.4,
indoctrinates,,,,,,,,,,,,,,,-0.4,
indoctrinating,,,,,,,,,,,,,,,-0.4,
indoctrination,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
indolent,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
indomitable,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.4,1.0
indulge,,,,,,,,,,,,1.0,0.0,-1.0,0.4,-1.0
indulgence,,,,,,,,,,,,0.0,1.0,1.0,-0.25,1.0
indulgent,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
industrious,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
inebriated,,,,,,,,,,,,,,,-0.6,
ineffective,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
ineffectively,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
ineffectiveness,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
ineffectual,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
ineffectually,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
ineffectualness,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
inefficacious,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inefficacy,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inefficiency,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
inefficient,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
inefficiently,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inelegance,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inelegant,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
ineligible,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
ineloquent,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
ineloquently,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inept,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
ineptitude,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
ineptly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inequalities,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inequality,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
inequitable,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inequitably,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inequities,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inert,,,,,,,,,,,,,,,-0.25,
inescapable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inescapably,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inessential,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inestimable,,,,,,,,,,,,0.0,1.0,1.0,-0.6,
inestimably,,,,,,,,,,,,0.0,1.0,1.0,-0.6,
inevitability,,,,,,,,,,,,,,,-0.6,
inevitable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inevitably,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inexact,,,,,,,,,,,,,,,,-1.0
inexcusable,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
inexcusably,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
inexorable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inexorably,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inexpensive,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
inexperience,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inexperienced,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inexpert,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
inexpertly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inexpiable,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
inexplainable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inexplicable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,,,,-0.6,-1.0
inextricable,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
inextricably,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
infallibility,,,,,,,,,,,,0.0,1.0,1.0,0.25,1.0
infallible,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
infallibly,,,,,,,,,,,,0.0,1.0,1.0,0.25,
infamous,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
infamously,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infamy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
infant,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.6,
infanticide,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
infantile,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
infarct,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,,,,,
infatuated,,,,,,,,,,,,,,,0.6,
infatuation,,,,,,,,,,,,,,,0.8,
infect,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.8,-1.0
infected,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
infection,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
infections,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infectious,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
infer,,,,,,,,,,,,,,,,1.0
inference,,,,,,,,,,,,,,,,1.0
inferior,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
inferiority,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
infernal,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inferno,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.5,
infertility,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.8,
infest,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
infestation,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-1.0,
infested,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infidel,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
infidelities,,,,,,,,,,,,,,,-1.0,
infidelity,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
infidels,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infiltrated,,,,,,,,,,,,,,,-0.6,
infiltration,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,-0.6,-1.0
infiltrator,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
infiltrators,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
infinite,,,,,,,,,,,,,,,0.6,
infinitely,,,,,,,,,,,,,,,0.6,
infinitesimal,,,,,,,,,,,,,,,0.6,
infinity,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.6,
infirm,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
infirmity,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.8,
inflame,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
inflamed,,,,,,,,,,,,,,,-1.0,
inflammation,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inflammatory,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inflammed,,,,,,,,,,,,1.0,0.0,-1.0,,
inflated,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
inflation,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,-1.0
inflationary,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inflexible,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inflict,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
infliction,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.8,
influence,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
influential,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,
influenza,,,,,,,,,,,,,,,-0.5,
inform,,,,,,,,,,,,,,,,1.0
information,,,,,,,,,,,,,,,0.4,
informer,,,,,,,,,,,,,,,0.4,
informs,,,,,,,,,,,,,,,0.4,
infraction,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
infringe,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infringement,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,-1.0
infringements,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infuriate,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,-1.0
infuriated,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
infuriates,,,,,,,,,,,,,,,-1.0,
infuriating,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
infuriatingly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
infuse,,,,,,,,,,,,,,,0.25,
infusing,,,,,,,,,,,,,,,0.25,
ingenious,,,,,,,,,,,,0.0,1.0,1.0,0.75,1.0
ingeniously,,,,,,,,,,,,0.0,1.0,1.0,1.0,
ingenuity,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
ingenuous,,,,,,,,,,,,0.0,1.0,1.0,1.0,
ingenuously,,,,,,,,,,,,0.0,1.0,1.0,1.0,
inglorious,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
ingrate,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
ingratitude,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
inherit,,,,,,,,,,,,,,,,1.0
inheritance,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,0.6,
inhibit,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
inhibition,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,-1.0
inhospitable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
inhospitality,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inhuman,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
inhumane,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
inhumanity,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
inimical,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
inimically,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
inimitable,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.25,
iniquitous,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
iniquity,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
initiated,,,,,,,,,,,,,,,0.6,
injections,,,,,,,,,,,,,,,-0.25,
injudicious,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
injunction,,,,,,,,,,,,,,,-0.4,-1.0
injure,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
injured,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.75,
injurious,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
injury,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
injustice,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,
injustices,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
inmate,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.8,
inmates,,,,,,,,,,,,,,,-0.8,
innocence,,,,,,,,,,,,,,,0.8,1.0
innocent,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.8,1.0
innocently,,,,,,,,,,,,,,,0.8,
innocuous,,,,,,,,,,,,0.0,1.0,1.0,0.5,
innovate,,,,,,,,,,,,,,,0.5,1.0
innovates,,,,,,,,,,,,,,,0.8,
innovation,,,,,,,,,,,,0.0,1.0,1.0,0.75,
innovative,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
innuendo,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
inoculation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
inoperable,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
inoperative,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.8,
inopportune,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inordinate,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inordinately,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
inpressed,,,,,,,,,,,,0.0,1.0,1.0,,
inquirer,,,,,,,,,,,,,,,-0.25,
inquiry,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
inquisition,,,,,,,,,,,,,,,-0.4,
inquisitive,,,,,,,,,,,,,,,0.5,1.0
insane,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
insanely,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
insanity,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
insatiable,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insecure,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
insecurity,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
insensible,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,-1.0
insensitive,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insensitively,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insensitivity,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
inseparable,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,1.0
insidious,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
insidiously,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insight,,,,,,,,,,,,,,,,1.0
insightful,,,,,,,,,,,,0.0,1.0,1.0,0.8,
insightfully,,,,,,,,,,,,0.0,1.0,1.0,0.8,
insignificance,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insignificant,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
insignificantly,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insincere,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insincerely,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insincerity,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insinuate,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,-1.0
insinuating,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insinuation,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insipid,,,,,,,,,,,,,,,-0.5,
insist,,,,,,,,,,,,,,,-0.25,
insistent,,,,,,,,,,,,,,,,1.0
insisting,,,,,,,,,,,,,,,-0.25,
insociable,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
insolence,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
insolent,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
insolently,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insolvency,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,,,,-0.8,
insolvent,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,-0.5,
insomniac,,,,,,,,,,,,,,,-0.6,
insouciance,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
inspector,,,,,,,,,,,,,,,0.25,
inspiration,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
inspirational,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
inspire,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
inspired,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,0.5,
inspires,,,,,,,,,,,,,,,0.8,
inspiring,,,,,,,,,,,,0.0,1.0,1.0,0.75,
instability,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
instable,,,,,,,,,,,,1.0,0.0,-1.0,,-1.0
instantly,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
instigate,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
instigation,,,,,,,,,,,,,,,-0.4,
instigator,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
instigators,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
instinctive,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.4,1.0
instinctively,,,,,,,,,,,,,,,0.4,
instruct,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.4,
instruction,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.4,
instructions,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
instructive,,,,,,,,,,,,0.0,1.0,1.0,0.4,
instructor,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.4,
instrumental,,,,,,,,,,,,0.0,1.0,1.0,0.5,
insubordinate,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insubstantial,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insubstantially,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insufferable,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insufferably,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insufficiency,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
insufficient,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
insufficiently,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insular,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insult,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
insulted,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insulting,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
insultingly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
insults,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
insupportable,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insupportably,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.6,
insurmountable,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
insurmountably,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
insurrection,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
intact,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,
intefere,,,,,,,,,,,,1.0,0.0,-1.0,,
inteferes,,,,,,,,,,,,1.0,0.0,-1.0,,
integral,,,,,,,,,,,,0.0,1.0,1.0,0.6,
integrated,,,,,,,,,,,,0.0,1.0,1.0,0.6,
integrity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,1.0
intellect,,,,,,,,,,,,,,,0.6,1.0
intellectual,,,,,,,,,,,,,,,0.8,1.0
intelligence,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
intelligent,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
intelligible,,,,,,,,,,,,0.0,1.0,1.0,0.4,1.0
intended,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,-0.25,
intense,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-0.25,
intensely,,,,,,,,,,,,,,,-0.25,
intentions,,,,,,,,,,,,,,,0.25,
inter,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,,
intercede,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0
intercourse,,,,,,,,,,,,,,,0.25,1.0
interdiction,,,,,,,,,,,,,,,-0.4,
interest,,,,,,,,,,,,,,,0.5,1.0
interested,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.5,1.0
interesting,,,,,,,,,,,,0.0,1.0,1.0,0.75,
interests,,,,,,,,,,,,0.0,1.0,1.0,0.5,
interfere,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,-1.0
interference,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
interferes,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
interior,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
interlude,,,,,,,,,,,,,,,0.25,
interment,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.4,
interminable,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
intermittent,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
interpose,,,,,,,,,,,,,,,,1.0
interrogate,,,,,,,,,,,,,,,-0.6,
interrogated,,,,,,,,,,,,,,,-0.6,
interrupt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
interrupted,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.75,
interrupting,,,,,,,,,,,,,,,-0.6,
interruption,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
interruptions,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
interrupts,,,,,,,,,,,,,,,-0.6,
intervention,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,-0.6,-1.0
interviewed,,,,,,,,,,,,,,,-0.25,
