term_str,n,n_chars,p,i,h
stands,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stanhill,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stare,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stared,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stares,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
staring,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
start,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
started,11,7,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
starting,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
startle,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
startled,10,8,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
starts,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
starved,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
state,57,5,0.0002783148766625652,11.810994352972331,0.003287175436609748
stated,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
statement,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
states,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stating,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
station,7,7,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
stationed,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stationer,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stay,55,4,0.00026854944239370325,11.862524653612414,0.003185674381109172
stayed,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
staying,34,7,0.00016601238257065291,12.556421525886734,0.00208452145407389
stays,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stead,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
steadfast,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
steadier,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
steadiest,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
steadily,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
steadiness,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
steady,12,6,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
stealing,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
steele,38,6,0.00018554325110837678,12.395956853693487,0.002299986135233455
steeles,30,7,0.00014648151403292905,12.736993771528555,0.0018657341318814899
steep,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
steeper,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
steepest,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
step,5,4,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
stepped,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stepping,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
steps,10,5,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
sterling,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stern,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stevenson,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stew,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
steward,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stiffly,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stile,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stiles,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
still,174,5,0.0008495927813909884,10.200940871288346,0.008666645727642879
stimulated,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sting,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stipulate,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stir,5,4,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
stirred,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stirring,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stock,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stockings,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stocks,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stole,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stolen,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stomach,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stone,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stood,22,5,0.0001074197769574813,13.184452748499776,0.0014162709735502973
stop,12,4,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
stopped,20,7,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
stopping,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stopt,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
store,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stories,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
storm,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
storms,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stormy,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
story,18,5,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
stout,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
strafford,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
straight,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
strains,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
straitened,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strange,26,7,0.00012695064549520516,12.943444648995982,0.001643178653121499
strangeness,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stranger,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
strangers,11,9,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
strangest,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stream,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
streamed,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
street,75,6,0.0003662037850823226,11.415065676641193,0.004180240257749309
streets,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
streightens,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
streights,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strength,21,8,0.00010253705982305033,13.251566944358313,0.0013587767125228247
strengthen,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strengthened,5,12,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
strengthening,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strenuous,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stress,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stretch,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stretched,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
stretching,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strict,7,6,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
strictest,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
strictly,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
strike,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
strikes,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
striking,12,8,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
strikingly,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
string,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strip,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
strive,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
striving,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stroke,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stroll,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
strolling,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
strong,57,6,0.0002783148766625652,11.810994352972331,0.003287175436609748
stronger,13,8,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
strongest,8,9,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
strongly,10,8,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
struck,23,6,0.00011230249409191226,13.12032241108006,0.0014734449300543026
struggle,12,8,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
struggled,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
struggles,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
struggling,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
stubborn,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stuck,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
studied,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
studies,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
studiously,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
study,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
studying,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stuff,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
stuffed,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stupid,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
stupidity,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stupified,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stupor,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sturdy,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
style,37,5,0.0001806605339739458,12.434431001508123,0.0022464109443946436
styled,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
stylish,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suavity,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
subdue,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
subdued,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
subject,95,7,0.000463858127770942,11.074028758806126,0.005136778246941378
subjection,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
subjects,13,8,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
submission,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
submissive,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
submit,13,6,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
submitted,11,9,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
submitting,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
subsequent,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
subservient,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
subsist,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
subsisted,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
subsisting,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
substance,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
substantial,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
substitution,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
subtleties,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
succeed,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
succeeded,13,9,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
succeeding,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
success,13,7,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
successful,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
successfully,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
succession,4,10,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
successive,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
successively,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
succour,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
such,570,4,0.002783148766625652,8.48906625808497,0.02362633428599262
sudden,19,6,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
suddenly,19,8,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
suddenness,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suffer,24,6,0.00011718521122634323,13.058921866415917,0.0015303125173042615
suffered,36,8,0.00017577781683951485,12.47395936569476,0.0021926453446466446
sufferer,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
suffering,33,9,0.00016112966543622195,12.59949024777862,0.0020301516482915103
sufferings,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
suffers,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
suffice,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
sufficient,16,10,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
sufficiently,3,12,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
sugar,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suggest,9,7,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
suggested,7,9,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
suggesting,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
suggestion,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suggestions,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
suit,11,4,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
suitable,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
suitably,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suited,11,6,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
suitor,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suits,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
sultaness,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sum,11,3,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
summarily,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
summer,15,6,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
summers,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
summit,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
summits,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
summoned,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
summons,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sun,4,3,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
sunday,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
sundays,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sung,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sunk,14,4,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
sunny,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sunshine,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
superannuated,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
superficial,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
superfine,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
superintend,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
superior,21,8,0.00010253705982305033,13.251566944358313,0.0013587767125228247
superiorities,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
superiority,12,11,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
superiors,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
supper,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
supplanted,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
supplement,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
supplication,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
supplied,8,8,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
supplies,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
supply,14,6,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
supplying,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
support,21,7,0.00010253705982305033,13.251566944358313,0.0013587767125228247
supportable,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
supported,18,9,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
supporting,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
supports,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
suppose,79,7,0.0003857346536200465,11.34010361895997,0.00437427094147496
supposed,43,8,0.00020995683678053163,12.217619612434975,0.0025651727668146323
supposes,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
supposing,14,9,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
supposition,4,11,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
suppositions,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suppressed,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
sure,209,4,0.0010204878810960724,9.936525235056191,0.010140103582580145
surely,10,6,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
surface,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surfaces,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surgeon,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
surmised,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surmounting,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surname,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surpass,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surpassed,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surpassing,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
surplice,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surprise,63,8,0.00030761117946915097,11.666604443637157,0.0035887779533072635
surprised,38,9,0.00018554325110837678,12.395956853693487,0.002299986135233455
surprises,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
surprising,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surrounded,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
surrounding,5,11,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
survey,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
surveying,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surveyor,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
survived,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
surviving,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
susceptible,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suspect,18,7,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
suspected,12,9,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
suspecting,8,10,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
suspects,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suspend,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
suspended,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
suspense,16,8,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
suspension,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
suspicion,19,9,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
suspicions,6,10,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
suspicious,5,10,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
sussex,9,6,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
swallow,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swallowed,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sway,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swear,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swears,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sweep,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sweeps,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sweet,20,5,9.765434268861937e-05,13.321956272249711,0.0013009468830930755
sweeter,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sweetest,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
sweetly,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sweetmeats,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sweetness,8,9,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
sweets,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
swell,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swelling,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swept,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
swinging,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
switch,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swollen,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
swoon,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
syllable,8,8,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
syllables,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
sympathetic,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
sympathised,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sympathising,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sympathize,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
sympathized,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
sympathy,8,8,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
symptom,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
symptoms,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
systems,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
t,67,1,0.0003271420480068749,11.5777951766793,0.0037875836255029842
table,45,5,0.00021972227104939356,12.152031270807399,0.00267007190868505
tablecloth,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tables,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
take,95,4,0.000463858127770942,11.074028758806126,0.005136778246941378
taken,56,5,0.00027343215952813424,11.836529445079469,0.0032364878074864277
takes,10,5,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
taking,47,6,0.0002294877053182555,12.089295515459437,0.002774344686757063
tale,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
talent,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
talents,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
talk,69,4,0.0003369074822757368,11.535359910358904,0.0038863490645434876
talked,64,6,0.00031249389660358197,11.643884367137073,0.0036386427974881967
talker,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
talking,52,7,0.0002539012909904103,11.943444648995982,0.003032456015252588
talks,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
tall,8,4,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
tallest,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tame,3,4,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
tapping,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tardy,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
task,3,4,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
taste,51,5,0.0002490185738559794,11.971459025165577,0.002981115653422025
tasted,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tastes,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tasting,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tattered,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tattersall,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
taught,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
tauntingly,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
taunton,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
taverns,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tawny,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tax,3,3,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
taxed,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
taxes,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
taylor,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tea,16,3,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
teach,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
tearing,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tears,24,5,0.00011718521122634323,13.058921866415917,0.0015303125173042615
tease,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
teasing,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
teaze,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
teazed,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
teazing,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tedious,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tediously,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tediousness,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
teeth,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tell,123,4,0.0006005742075350091,10.701369861797833,0.006426966724288264
telling,15,7,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
tells,6,5,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
temper,33,6,0.00016112966543622195,12.59949024777862,0.0020301516482915103
temperament,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
temperate,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tempered,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tempers,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
temple,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
temples,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
temporary,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
temporizing,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tempt,8,5,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
temptation,6,10,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
tempted,5,7,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
tempting,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
ten,36,3,0.00017577781683951485,12.47395936569476,0.0021926453446466446
tenacious,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
